"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"bl_mean_arm1";"bl_sd_arm1";"bl_n_arm1";"bl_mean_arm2";"bl_sd_arm2";"bl_n_arm2";"rand_arm1";"rand_arm2";"attr_arm1";"attr_arm2";"year";"time_weeks";"time";"comorbid_mental";"format";"format_details";"n_sessions_arm1";"country";"age_group";"mean_age";"percent_women";"recruitment";"target_group";"rob";"rob_domain1";"rob_domain2";"rob_domain3";"rob_domain4";"rob_domain5";".id";".g";".g_se";"notes";"full_ref"
"236";"Rapee, 2007";"cbt";"wlc";"cbt (gsh + grp)";"wlc";"msd";"SIAS";"self-report";43,236;16,65;57;54,417;13,508;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,789;13,227;57;54,686;13,679;52;"57";"52";"15";"10";2007;12;"post";"n";"Mixed/oth";"gsh + grp";"5";"Australia";"adul";"35.549999999999997";0,50446;"com";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Rapee_2007_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(gsh+grp)_wlc";0,728819783932779;0,198105599666746;NA;"Rapee, R. M., Abbott, M. J., Baillie, A. J., & Gaston, J. E. (2007). Treatment of social phobia through pure self-help and therapist-augmented self-help. Br J Psychiatry, 191, 246-252. https://doi.org/10.1192/bjp.bp.106.028167 "
"237";"Rapee, 2007";"cbt";"wlc";"cbt (ush)";"wlc";"msd";"SIAS";"self-report";46,057;17,421;56;54,417;13,508;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51,125;13,339;56;54,686;13,679;52;"56";"52";"8";"10";2007;12;"post";"n";"ush";"ush";"NA";"Australia";"adul";"35.549999999999997";0,50446;"com";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Rapee_2007_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(ush)_wlc";0,530029373329066;0,195977462124843;NA;"Rapee, R. M., Abbott, M. J., Baillie, A. J., & Gaston, J. E. (2007). Treatment of social phobia through pure self-help and therapist-augmented self-help. Br J Psychiatry, 191, 246-252. https://doi.org/10.1192/bjp.bp.106.028167 "
"238";"Rapee, 2007";"cbt";"wlc";"cbt (grp)";"wlc";"msd";"SPS";"self-report";28,63;15,01;59;35,337;15,83;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38,475;14,536;59;37,529;15,142;52;"59";"52";"14";"10";2007;12;"post";"n";"grp";"grp";"10";"Australia";"adul";"35.549999999999997";0,50446;"com";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Rapee_2007_msd_SPS_post_NA_self-report_cbt_wlc_cbt(grp)_wlc";0,432540999797138;0,192443297706775;NA;"Rapee, R. M., Abbott, M. J., Baillie, A. J., & Gaston, J. E. (2007). Treatment of social phobia through pure self-help and therapist-augmented self-help. Br J Psychiatry, 191, 246-252. https://doi.org/10.1192/bjp.bp.106.028167 "
"239";"Rapee, 2007";"cbt";"wlc";"cbt (gsh + grp)";"wlc";"msd";"SPS";"self-report";24,429;16,867;57;35,337;15,83;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,456;16,25;57;37,529;15,142;52;"57";"52";"15";"10";2007;12;"post";"n";"Mixed/oth";"gsh + grp";"5";"Australia";"adul";"35.549999999999997";0,50446;"com";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Rapee_2007_msd_SPS_post_NA_self-report_cbt_wlc_cbt(gsh+grp)_wlc";0,6612182722517;0,196999132809604;NA;"Rapee, R. M., Abbott, M. J., Baillie, A. J., & Gaston, J. E. (2007). Treatment of social phobia through pure self-help and therapist-augmented self-help. Br J Psychiatry, 191, 246-252. https://doi.org/10.1192/bjp.bp.106.028167 "
"240";"Rapee, 2007";"cbt";"wlc";"cbt (ush)";"wlc";"msd";"SPS";"self-report";30,962;17,679;56;35,337;15,83;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,429;17,173;56;37,529;15,142;52;"56";"52";"8";"10";2007;12;"post";"n";"ush";"ush";"NA";"Australia";"adul";"35.549999999999997";0,50446;"com";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Rapee_2007_msd_SPS_post_NA_self-report_cbt_wlc_cbt(ush)_wlc";0,258342384451093;0,193394227042871;NA;"Rapee, R. M., Abbott, M. J., Baillie, A. J., & Gaston, J. E. (2007). Treatment of social phobia through pure self-help and therapist-augmented self-help. Br J Psychiatry, 191, 246-252. https://doi.org/10.1192/bjp.bp.106.028167 "
"241";"Reimer, 2015";"Other psy";"wlc";NA;NA;"msd";"LSAS-SR";"self-report";50,38;17,6;13;67,83;28,38;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76,62;19,15;13;72,25;20,33;12;"NR";"NR";"NR";"NR";2015;3;"post";"n";"ind";"ind";"1";"North America";"yadul";"19.52";0,7;"oth";"stud/oth";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Reimer_2015_msd_LSAS-SR_post_NA_self-report_Otherpsy_wlc_NA_NA";0,721631948130168;0,413997204307835;"Participants were recruited for the study via a centralized recruitment mechanism within the authors' department in which potential participants complete a number of online measures at the start of every se- mester, and are then invited to participate in individual studies if they meet pre-established criteria.";"Reimer, S. G., & Moscovitch, D. A. (2015). The impact of imagery rescripting on memory appraisals and core beliefs in social anxiety disorder. Behav Res Ther, 75, 48-59. https://doi.org/10.1016/j.brat.2015.10.007 "
"242";"Reimer, 2015";"Other psy";"wlc";NA;NA;"msd";"SPIN";"self-report";31,23;9,85;13;40;11,39;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41,77;9,66;13;37,5;8,01;12;"NR";"NR";"NR";"NR";2015;3;"post";"n";"ind";"ind";"1";"North America";"yadul";"19.52";0,7;"oth";"stud/oth";"High";"Some concerns";"Some concerns";"High";"Low";"Some concerns";"Reimer_2015_msd_SPIN_post_NA_self-report_Otherpsy_wlc_NA_NA";0,798994901348173;0,417024749491738;NA;"Reimer, S. G., & Moscovitch, D. A. (2015). The impact of imagery rescripting on memory appraisals and core beliefs in social anxiety disorder. Behav Res Ther, 75, 48-59. https://doi.org/10.1016/j.brat.2015.10.007 "
"243";"Robillard, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"FNE";"self-report";18,5;7,66;16;24,73;4,51;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,69;6,23;16;24,27;4,51;15;"NR";"NR";"NR";"NR";2010;16;"post";"n";"ind";"ind";"16";"North America";"adul";"34.9";0,71;"oth";"adul";"High";"Some concerns";"Some concerns";"High";"High";"Some concerns";"Robillard_2010_msd_FNE_post_NA_self-report_cbt_wlc_cbt(ind)_wlc";0,957334616090029;0,380461903348353;NA;"Robillard, G., Bouchard, S., Dumoulin, S., Guitard, T., & Klinger, E. (2010). Using virtual humans to alleviate social anxiety: preliminary report from a comparative outcome study. Stud Health Technol Inform, 154, 57-60. https://doi.org/10.3233/978-1-60750-561-7-57"
"244";"Robillard, 2010";"cbt";"wlc";"cbt (VR)";"wlc";"msd";"FNE";"self-report";18;8,21;14;24,73;4,51;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,64;6,13;14;24,27;4,51;15;"NR";"NR";"NR";"NR";2010;16;"post";"n";"Mixed/oth";"ind+VR";"16";"North America";"adul";"34.9";0,71;"oth";"adul";"High";"Some concerns";"Some concerns";"High";"High";"Some concerns";"Robillard_2010_msd_FNE_post_NA_self-report_cbt_wlc_cbt(VR)_wlc";0,997533865698036;0,39529198568373;NA;"Robillard, G., Bouchard, S., Dumoulin, S., Guitard, T., & Klinger, E. (2010). Using virtual humans to alleviate social anxiety: preliminary report from a comparative outcome study. Stud Health Technol Inform, 154, 57-60. https://doi.org/10.3233/978-1-60750-561-7-57"
"245";"Robillard, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"LSAS";"cr";50,38;23,87;16;77,93;22,23;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72,44;23,91;16;79,6;25,9;15;"NR";"NR";"NR";"NR";2010;16;"post";"n";"ind";"ind";"16";"North America";"adul";"34.9";0,71;"oth";"adul";"High";"Some concerns";"Some concerns";"High";"High";"Some concerns";"Robillard_2010_msd_LSAS_post_NA_cr_cbt_wlc_cbt(ind)_wlc";1,16188937915687;0,390029146393819;NA;"Robillard, G., Bouchard, S., Dumoulin, S., Guitard, T., & Klinger, E. (2010). Using virtual humans to alleviate social anxiety: preliminary report from a comparative outcome study. Stud Health Technol Inform, 154, 57-60. https://doi.org/10.3233/978-1-60750-561-7-57"
"246";"Robillard, 2010";"cbt";"wlc";"cbt (VR)";"wlc";"msd";"LSAS";"cr";47,5;17,83;14;77,93;22,23;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82,93;32,23;14;79,6;25,9;15;"NR";"NR";"NR";"NR";2010;16;"post";"n";"Mixed/oth";"ind+VR";"16";"North America";"adul";"34.9";0,71;"oth";"adul";"High";"Some concerns";"Some concerns";"High";"High";"Some concerns";"Robillard_2010_msd_LSAS_post_NA_cr_cbt_wlc_cbt(VR)_wlc";1,46193466284182;0,420833701136023;NA;"Robillard, G., Bouchard, S., Dumoulin, S., Guitard, T., & Klinger, E. (2010). Using virtual humans to alleviate social anxiety: preliminary report from a comparative outcome study. Stud Health Technol Inform, 154, 57-60. https://doi.org/10.3233/978-1-60750-561-7-57"
"247";"Robillard, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"SPS";"self-report";20,19;10,51;16;37,47;15,28;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,25;14,84;16;33,53;13,4;15;"NR";"NR";"NR";"NR";2010;16;"post";"n";"ind";"ind";"16";"North America";"adul";"34.9";0,71;"oth";"adul";"High";"Some concerns";"Some concerns";"High";"High";"Some concerns";"Robillard_2010_msd_SPS_post_NA_self-report_cbt_wlc_cbt(ind)_wlc";1,29131854706407;0,396890410324666;NA;"Robillard, G., Bouchard, S., Dumoulin, S., Guitard, T., & Klinger, E. (2010). Using virtual humans to alleviate social anxiety: preliminary report from a comparative outcome study. Stud Health Technol Inform, 154, 57-60. https://doi.org/10.3233/978-1-60750-561-7-57"
"248";"Robillard, 2010";"cbt";"wlc";"cbt (VR)";"wlc";"msd";"SPS";"self-report";18,07;10,87;14;37,47;15,28;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38,29;16,65;14;33,53;13,4;15;"NR";"NR";"NR";"NR";2010;16;"post";"n";"Mixed/oth";"ind+VR";"16";"North America";"adul";"34.9";0,71;"oth";"adul";"High";"Some concerns";"Some concerns";"High";"High";"Some concerns";"Robillard_2010_msd_SPS_post_NA_self-report_cbt_wlc_cbt(VR)_wlc";1,41350825734159;0,417803399942602;NA;"Robillard, G., Bouchard, S., Dumoulin, S., Guitard, T., & Klinger, E. (2010). Using virtual humans to alleviate social anxiety: preliminary report from a comparative outcome study. Stud Health Technol Inform, 154, 57-60. https://doi.org/10.3233/978-1-60750-561-7-57"
"249";"Robillard, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"STAI-trait";"self-report";43,33;10,71;16;50,07;9,96;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49,4;10,78;16;49,33;9,19;15;"NR";"NR";"NR";"NR";2010;16;"post";"n";"ind";"ind";"16";"North America";"adul";"34.9";0,71;"oth";"adul";"High";"Some concerns";"Some concerns";"High";"High";"Some concerns";"Robillard_2010_msd_STAI_post_NA_self-report_cbt_wlc_cbt(ind)_wlc";0,633930876254963;0,368782186816543;NA;"Robillard, G., Bouchard, S., Dumoulin, S., Guitard, T., & Klinger, E. (2010). Using virtual humans to alleviate social anxiety: preliminary report from a comparative outcome study. Stud Health Technol Inform, 154, 57-60. https://doi.org/10.3233/978-1-60750-561-7-57"
"250";"Robillard, 2010";"cbt";"wlc";"cbt (VR)";"wlc";"msd";"STAI-trait";"self-report";42,43;11,22;14;50,07;9,96;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53,71;9,55;14;49,33;9,19;15;"NR";"NR";"NR";"NR";2010;16;"post";"n";"Mixed/oth";"ind+VR";"16";"North America";"adul";"34.9";0,71;"oth";"adul";"High";"Some concerns";"Some concerns";"High";"High";"Some concerns";"Robillard_2010_msd_STAI_post_NA_self-report_cbt_wlc_cbt(VR)_wlc";0,701512541074456;0,383505713610242;NA;"Robillard, G., Bouchard, S., Dumoulin, S., Guitard, T., & Klinger, E. (2010). Using virtual humans to alleviate social anxiety: preliminary report from a comparative outcome study. Stud Health Technol Inform, 154, 57-60. https://doi.org/10.3233/978-1-60750-561-7-57"
"251";"Salaberria, 1998";"cbt";"wlc";"cbt";"wlc";"msd";"FNE";"self-report";16,8;7,49;17;24,4;5,36;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,4;3,31;17;25,5;3,39;20;"24";"23";"7";"3";1998;34;"post";"n";"grp";"grp";"8";"Europe";"adul";"31";0,48;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Salaberria_1998_msd_FNE_post_NA_self-report_cbt_wlc_cbt_wlc";1,15789384149594;0,357420583449463;NA;"Salaberria, K., & Echeburua, E. (1998). Long-term outcome of cognitive therapy's contribution to self-exposure in vivo to the treatment of generalized social phobia. Behav Modif, 22(3), 262-284. https://doi.org/10.1177/01454455980223003 "
"252";"Salaberria, 1998";"Exposure";"wlc";"Exposure";"wlc";"msd";"FNE";"self-report";16,2;9,1;17;24,4;5,36;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,7;4,06;17;25,5;3,39;20;"24";"23";"7";"3";1998;34;"post";"n";"grp";"grp";"8";"Europe";"adul";"31";0,48;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Salaberria_1998_msd_FNE_post_NA_self-report_Exposure_wlc_Exposure_wlc";1,09737661722728;0,354715162119868;NA;"Salaberria, K., & Echeburua, E. (1998). Long-term outcome of cognitive therapy's contribution to self-exposure in vivo to the treatment of generalized social phobia. Behav Modif, 22(3), 262-284. https://doi.org/10.1177/01454455980223003 "
"253";"Salaberria, 1998";"cbt";"wlc";"cbt";"wlc";"msd";"SADS";"self-report";13,5;7,37;17;23;4;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,2;2,92;17;23,9;3,71;20;"24";"23";"7";"3";1998;34;"post";"n";"grp";"grp";"8";"Europe";"adul";"31";0,48;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Salaberria_1998_msd_SADS_post_NA_self-report_cbt_wlc_cbt_wlc";1,60553470399244;0,381066445716805;NA;"Salaberria, K., & Echeburua, E. (1998). Long-term outcome of cognitive therapy's contribution to self-exposure in vivo to the treatment of generalized social phobia. Behav Modif, 22(3), 262-284. https://doi.org/10.1177/01454455980223003 "
"254";"Salaberria, 1998";"Exposure";"wlc";"Exposure";"wlc";"msd";"SADS";"self-report";12,8;7,66;17;23;4;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,7;3,38;17;23,9;3,71;20;"24";"23";"7";"3";1998;34;"post";"n";"grp";"grp";"8";"Europe";"adul";"31";0,48;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Salaberria_1998_msd_SADS_post_NA_self-report_Exposure_wlc_Exposure_wlc";1,67477319920462;0,385250275362807;NA;"Salaberria, K., & Echeburua, E. (1998). Long-term outcome of cognitive therapy's contribution to self-exposure in vivo to the treatment of generalized social phobia. Behav Modif, 22(3), 262-284. https://doi.org/10.1177/01454455980223003 "
"255";"Salaberria, 1998";"cbt";"wlc";"cbt";"wlc";"msd";"STAI-state";"self-report";26,2;11,9;17;34;13,9;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;9,2;17;35,5;11,1;20;"24";"23";"7";"3";1998;34;"post";"n";"grp";"grp";"8";"Europe";"adul";"31";0,48;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Salaberria_1998_msd_STAI_post_NA_self-report_cbt_wlc_cbt_wlc";0,585974008056135;0,337150665514936;NA;"Salaberria, K., & Echeburua, E. (1998). Long-term outcome of cognitive therapy's contribution to self-exposure in vivo to the treatment of generalized social phobia. Behav Modif, 22(3), 262-284. https://doi.org/10.1177/01454455980223003 "
"256";"Salaberria, 1998";"Exposure";"wlc";"Exposure";"wlc";"msd";"STAI-state";"self-report";20,3;14,8;17;34;13,9;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32,2;13,8;17;35,5;11,1;20;"24";"23";"7";"3";1998;34;"post";"n";"grp";"grp";"8";"Europe";"adul";"31";0,48;"com";"adul";"High";"Some concerns";"Some concerns";"Some concerns";"Low";"Some concerns";"Salaberria_1998_msd_STAI_post_NA_self-report_Exposure_wlc_Exposure_wlc";0,936156978361931;0,348130562810009;NA;"Salaberria, K., & Echeburua, E. (1998). Long-term outcome of cognitive therapy's contribution to self-exposure in vivo to the treatment of generalized social phobia. Behav Modif, 22(3), 262-284. https://doi.org/10.1177/01454455980223003 "
"257";"Schulz, 2016";"cbt";"wlc";"cbt (group)";"wlc";"msd";"SIAS";"self-report";36,66;15,80177;60;47,44;15,24002;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50,93;14;60;50,97;13,58;29;"60";"29";"14";"5";2016;12;"post";"n";"gsh";"gsh";"8";"Europe";"adul";"35.380000000000003";0,53;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Low";"Schulz_2016_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(group)_wlc";0,684034893738953;0,232000316433779;NA;"Schulz, A., Stolz, T., Vincent, A., Krieger, T., Andersson, G., & Berger, T. (2016). A sorrow shared is a sorrow halved? A three-arm randomized controlled trial comparing internet-based clinician-guided individual versus group treatment for social anxiety disorder. Behav Res Ther, 84, 14-26. https://doi.org/10.1016/j.brat.2016.07.001 "
"258";"Schulz, 2016";"cbt";"wlc";"cbt (individual)";"wlc";"msd";"SIAS";"self-report";34,82;15,64685;60;47,44;15,24002;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50,48;14,48;60;50,97;13,58;29;"60";"29";"15";"5";2016;12;"post";"n";"gsh";"gsh";"8";"Europe";"adul";"35.380000000000003";0,53;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Low";"Schulz_2016_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(individual)_wlc";0,806265944367352;0,234233752613585;NA;"Schulz, A., Stolz, T., Vincent, A., Krieger, T., Andersson, G., & Berger, T. (2016). A sorrow shared is a sorrow halved? A three-arm randomized controlled trial comparing internet-based clinician-guided individual versus group treatment for social anxiety disorder. Behav Res Ther, 84, 14-26. https://doi.org/10.1016/j.brat.2016.07.001 "
"259";"Schulz, 2016";"cbt";"wlc";"cbt (group)";"wlc";"msd";"SPS";"self-report";24,88;13,94274;60;35,63;13,40906;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38,9;14,04;60;37,35;12,45;29;"60";"29";"14";"5";2016;12;"post";"n";"gsh";"gsh";"8";"Europe";"adul";"35.380000000000003";0,53;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Low";"Schulz_2016_msd_SPS_post_NA_self-report_cbt_wlc_cbt(group)_wlc";0,773751291895525;0,23360603277913;NA;"Schulz, A., Stolz, T., Vincent, A., Krieger, T., Andersson, G., & Berger, T. (2016). A sorrow shared is a sorrow halved? A three-arm randomized controlled trial comparing internet-based clinician-guided individual versus group treatment for social anxiety disorder. Behav Res Ther, 84, 14-26. https://doi.org/10.1016/j.brat.2016.07.001 "
"260";"Schulz, 2016";"cbt";"wlc";"cbt (individual)";"wlc";"msd";"SPS";"self-report";21,69;13,78782;60;35,63;13,40906;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39,32;11,64;60;37,35;12,45;29;"60";"29";"15";"5";2016;12;"post";"n";"gsh";"gsh";"8";"Europe";"adul";"35.380000000000003";0,53;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Low";"Schulz_2016_msd_SPS_post_NA_self-report_cbt_wlc_cbt(individual)_wlc";1,01115202738093;0,238734219878717;NA;"Schulz, A., Stolz, T., Vincent, A., Krieger, T., Andersson, G., & Berger, T. (2016). A sorrow shared is a sorrow halved? A three-arm randomized controlled trial comparing internet-based clinician-guided individual versus group treatment for social anxiety disorder. Behav Res Ther, 84, 14-26. https://doi.org/10.1016/j.brat.2016.07.001 "
"261";"Schweden, 2016";"cbt";"wlc";NA;NA;"msd";"LSAS";"cr";42,8;15,2;20;63,35;20,69;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71,7;18,63;20;59,9;18,65;20;"29";"27";"9";"7";2016;22;"post";"n";"ind";"ind";"25";"Europe";"adul";"25.33";0,4;"clin";"adul";"High";"Low";"High";"High";"High";"Some concerns";"Schweden_2016_msd_LSAS_post_NA_cr_cbt_wlc_NA_NA";1,10950849578035;0,340613796666957;NA;"Schweden, T. L. K., Pittig, A., Brauer, D., Klumbies, E., Kirschbaum, C., & Hoyer, J. (2016). Reduction of depersonalization during social stress through cognitive therapy for social anxiety disorder: A randomized controlled trial. J Anxiety Disord, 43, 99-105. https://doi.org/10.1016/j.janxdis.2016.09.005 "
"262";"Schwob, 2023";"Exposure";"other ctr";NA;NA;"msd";"SIAS";"self-report";31,04;10,03;39;47,5;13,27;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51,77;12,22;39;50,61;13,59;43;"39";"43";"1";"2";2023;1;"post";"no";"ush";"ush";NA;"North America";"yadul";"19.39";0,537;"com";"stud/oth";"High";"High";"High";"Some concerns";"Low";"Some concerns";"Schwob_2023_msd_SIAS_post_1_self-report_Exposure_otherctr_NA_NA";1,37689004441592;0,246327605800427;NA;"Schwob, J. T., & Newman, M. G. (2023). Brief imaginal exposure exercises for social anxiety disorder: A randomized controlled trial of a self-help momentary intervention app. J Anxiety Disord, 98, 102749. https://doi.org/10.1016/j.janxdis.2023.102749 "
"263";"Schwob, 2023";"Exposure";"other ctr";NA;NA;"msd";"SPDQ";"self-report";11,55;3,4;39;18,41;3,66;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,03;3,21;39;19,03;3,21;43;"39";"43";"1";"2";2023;1;"post";"no";"ush";"ush";NA;"North America";"yadul";"19.39";0,537;"com";"stud/oth";"High";"High";"High";"Some concerns";"Low";"Some concerns";"Schwob_2023_msd_SPDQ_post_1_self-report_Exposure_otherctr_NA_NA";1,92023490939432;0,267972607375993;NA;"Schwob, J. T., & Newman, M. G. (2023). Brief imaginal exposure exercises for social anxiety disorder: A randomized controlled trial of a self-help momentary intervention app. J Anxiety Disord, 98, 102749. https://doi.org/10.1016/j.janxdis.2023.102749 "
"264";"Soltani, 2023";"3rd";"wlc";NA;NA;"msd";"SPAI";"self-report";29,61;23,32;12;108;32,24;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;118,82;30,85;15;95,73;19,47;15;"15";"15";"3";"3";2023;12;"post";"no";"ind";"ind";"12";"Asia";"adul";"27";0,4;"clin";"adul";"Some concerns";"Low";"Low";"Low";"Low";"Some concerns";"Soltani_2023_msd_SPAI_post_12_self-report_3rd_wlc_NA_NA";2,69006218122064;0,573050188070277;NA;"Soltani, E., Bahrainian, S. A., Farhoudian, A., Masjedi Arani, A., & Gachkar, L. (2023). Effectiveness of Acceptance Commitment Therapy in Social Anxiety Disorder: Application of a Longitudinal Method to Evaluate the Mediating Role of Acceptance, Cognitive Fusion, and Values. Basic and Clinical Neuroscience, 14(4), 479-490. https://doi.org/https://dx.doi.org/10.32598/bcn.2021.2785.1 "
"265";"Soltani, 2023";"3rd";"wlc";NA;NA;"msd";"BFNE";"self-report";16,83;6,96;12;33,5;6,47;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,91;8,06;15;34,08;6,12;15;"15";"15";"3";"3";2023;12;"post";"no";"ind";"ind";"12";"Asia";"adul";"27";0,4;"clin";"adul";"Some concerns";"Low";"Low";"Low";"Low";"Some concerns";"Soltani_2023_msd_BFNE_post_12_self-report_3rd_wlc_NA_NA";2,39530457619254;0,543035882001142;NA;"Soltani, E., Bahrainian, S. A., Farhoudian, A., Masjedi Arani, A., & Gachkar, L. (2023). Effectiveness of Acceptance Commitment Therapy in Social Anxiety Disorder: Application of a Longitudinal Method to Evaluate the Mediating Role of Acceptance, Cognitive Fusion, and Values. Basic and Clinical Neuroscience, 14(4), 479-490. https://doi.org/https://dx.doi.org/10.32598/bcn.2021.2785.1 "
"266";"Stangier, 2003";"cbt";"wlc";"cbt (grp)";"wlc";"msd";"BAI";"self-report";14,3;8,1;22;16,8;9,7;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,2;11,1;22;18,1;10,2;21;"32";"37";"10";"16";2003;17,33;"post";"n";"grp";"grp";"15";"Europe";"adul";"38.799999999999997";0,493;"com";"adul";"High";"Some concerns";"Low";"High";"Low";"Some concerns";"Stangier_2003_msd_BAI_post_NA_self-report_cbt_wlc_cbt(grp)_wlc";0,27522095312901;0,306574144139411;NA;"Stangier, U., Heidenreich, T., Peitz, M., Lauterbach, W., & Clark, D. M. (2003). Cognitive therapy for social phobia: individual versus group treatment. Behav Res Ther, 41(9), 991-1007. https://doi.org/10.1016/s0005-7967(02)00176-6"
"267";"Stangier, 2003";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"BAI";"self-report";11,6;6,4;22;16,8;9,7;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,9;10,8;22;18,1;10,2;21;"26";"37";"4";"16";2003;17,33;"post";"n";"ind";"ind";"15";"Europe";"adul";"38.799999999999997";0,493;"com";"adul";"High";"Some concerns";"Low";"High";"Low";"Some concerns";"Stangier_2003_msd_BAI_post_NA_self-report_cbt_wlc_cbt(ind)_wlc";0,624161666839287;0,312689996541811;NA;"Stangier, U., Heidenreich, T., Peitz, M., Lauterbach, W., & Clark, D. M. (2003). Cognitive therapy for social phobia: individual versus group treatment. Behav Res Ther, 41(9), 991-1007. https://doi.org/10.1016/s0005-7967(02)00176-6"
